m1_t_favorite_dt.id,m1_t_favorite_dt.app_id,m1_t_favorite_dt.user_id,m1_t_favorite_dt.content_id,m1_t_favorite_dt.content_type,m1_t_favorite_dt.content,m1_t_favorite_dt.type,m1_t_favorite_dt.state,m1_t_favorite_dt.updated_at,m1_t_favorite_dt.created_at,m1_t_favorite_dt.statdate
7091,app00khv0zv4279,u_5bd9278323dc5_p5HZbmkWs3,v_5c25edefc661a_SE9dtj0y,3,,1,0,2019-01-05 16:14:54.0,2019-01-05 16:14:54.0,20191120
