m_c_report_log_d.app_id,m_c_report_log_d.user_id,m_c_report_log_d.resource_id,m_c_report_log_d.product_id,m_c_report_log_d.cpg,m_c_report_log_d.fpg,m_c_report_log_d.user_agent,m_c_report_log_d.client,m_c_report_log_d.province,m_c_report_log_d.is_pay,m_c_report_log_d.visited_at,m_c_report_log_d.statdate
appD8HBomSz1993,u_5bcb018a76341_bI6MLgkkfE,p_5bc8519c2cf51_d9dA0rwe,p_5bc8519c2cf51_d9dA0rwe,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,天津,1,2018-11-17 00:33:14.0,20181117
app4XbVm6XD4222,u_5beef149f26a2_xyZv5mOstU,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; vivo X20A Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4209 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/toolsmp",1,北京,0,2018-11-17 00:33:14.0,20181117
appqyNpzTEN2390,u_5b7266ef9cf57_JJMcPqvLnZ,p_5b7a35c24e7ea_vZWtVKs3,p_5b7a35c24e7ea_vZWtVKs3,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302 MicroMessenger/6.7.1 NetType/WIFI Language/zh_TW",1,台湾省,1,2018-11-17 00:33:14.0,20181117
appFONhDTuu4902,u_5b0ccb99272be_FANXQfuAwM,c_5b2f0303d6357_hD5BazrF6933,c_5b2f0303d6357_hD5BazrF6933,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1; OPPO R9m Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044205 Mobile Safari/537.36 MicroMessenger/6.7.2.1340(0x2607023A) NetType/4G Language/zh_CN",1,浙江省,1,2018-11-17 00:33:14.0,20181117
app6Wf7NMsr4708,u_5be59175cceb7_kpTn7oWHPi,v_5af525fd8c43f_mxj7Gjdz,p_5abef8d1a00f9_PGtMF1Ir,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,上海,1,2018-11-17 00:33:14.0,20181117
appX0ZkGntm5703,u_5beef13ea5696_9PvF0AQYej,card_5a08538677bbb_jH4wqRBl2860,card_5a08538677bbb_jH4wqRBl2860,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; 15 Build/NGI77B; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2849 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,山东省,0,2018-11-17 00:33:14.0,20181117
appRY9yTVR18157,u_584897a6d1de8_1IJYaS5S,a_5bee27f8d3359_unx1AFFz,p_5a20c170633d3_YVpdjHrT,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/7354 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:33:14.0,20181117
appdD3KDmvi9933,u_5be1ca67e4879_doNsnaKwr2,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1; OPPO A37m Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8537 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,江苏省,0,2018-11-17 00:33:14.0,20181117
appuAhZGRFx3075,o4iKlv6oyLuqEvKEvBH0DcLkxbb4,p_59ef02a74960c_iwrBE5kJ,p_59ef02a74960c_iwrBE5kJ,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,云南省,1,2018-11-17 00:33:14.0,20181117
app2NDsCwHP7842,u_5be9825737758_t416fxaNf5,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.6.7.1320(0x26060734) NetType/WIFI Language/zh_CN",1,四川省,1,2018-11-17 00:33:14.0,20181117
appRY9yTVR18157,u_58489a8e7b228_p3saDjcX,a_5bee2953992f4_ecyHYIlH,p_5a20c170633d3_YVpdjHrT,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,山东省,1,2018-11-17 00:33:14.0,20181117
appDU96WH3o1781,u_5a4f884e80415_KntbX66cAq,l_5a17a32672098_sc5jPYHU,p_5a12801b4c102_ta1zzeCb,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E216 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,安徽省,1,2018-11-17 00:33:14.0,20181117
appD8HBomSz1993,u_5beeedd66edf1_l8kd3lIHhz,p_5badc285a433c_tnCC52Y7,p_5badc285a433c_tnCC52Y7,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13E238 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN",1,山西省,0,2018-11-17 00:33:14.0,20181117
app8NeBojXO6501,u_5beef12d50064_0Fe64vU8Lw,p_5b7629c3206a0_RxiRB2JM,p_5b7629c3206a0_RxiRB2JM,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; M A5 Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2011 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,山东省,0,2018-11-17 00:33:14.0,20181117
app8Ydmwl262114,u_592787e5093da_4KV3AiEv,a_5beea3c096a4d_ge20FnlR,p_59e9fbdfbb63e_ttHpBdbE,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 MicroMessenger/6.6.1 NetType/WIFI Language/zh_CN",1,湖南省,1,2018-11-17 00:33:14.0,20181117
appgb5ppPWe3003,u_58fefa09336fa_WK11hoyU,v_5aefe267cfc08_nDItktvd,v_5aefe267cfc08_nDItktvd,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; JKM-AL00 Build/HUAWEIJKM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/8812 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:33:14.0,20181117
appip8WJNmv5145,u_5bed66639b161_WLiAbFqdKd,p_5b82878f1a6a3_XsjbfOy4,p_5b82878f1a6a3_XsjbfOy4,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河北省,0,2018-11-17 00:33:14.0,20181117
appSHsLXnNy5032,u_59e32d33b815f_7s7e08ar,l_5beab3e975e0b_JhSFFP9P,p_5a23903c6938c_eg5T0EdA,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HWI-AL00 Build/HUAWEIHWI-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7586 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,江苏省,1,2018-11-17 00:33:14.0,20181117
app8fki6S6V6513,u_5beb9d3c58f3d_JYNdDBkvqK,a_59627e584d2e3_HiNYws4f,p_58198d1607abf_2nr0EXiF,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,浙江省,1,2018-11-17 00:33:14.0,20181117
appG1VMUALC2470,u_584d567075b66_OTJcrwEq,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,江苏省,1,2018-11-17 00:33:14.0,20181117
appuOkxjE6C6619,u_5a6c92b8dce0a_rlofIbVNVV,p_5af2b2c9cc905_9CMBaHqv,p_5af2b2c9cc905_9CMBaHqv,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; M2017 Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MicroMessenger/6.7.2.1340(0x2607023A) NetType/WIFI Language/zh_CN",1,新疆,0,2018-11-17 00:33:14.0,20181117
appuAhZGRFx3075,u_api_5beef11d4fa87_ueT2otOk,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; EML-AL00 Build/HUAWEIEML-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5979 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:33:14.0,20181117
appYDfMcMtV2307,u_5a888b3ad846d_n8GoWc8dWg,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/en",1,加利福尼亚,1,2018-11-17 00:33:14.0,20181117
appe0MEs6qX8480,u_596e3918cd367_lSOXIguU,a_59b662bd1389e_R6Lp49AS,p_596469376ee4c_3UM3ktOf,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,广东省,1,2018-11-17 00:33:14.0,20181117
appe0MEs6qX8480,u_59d5f677d84a5_gaHZZluM,a_5bec2ea8253ff_IirKokDO,a_5bec2ea8253ff_IirKokDO,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5925 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,山东省,1,2018-11-17 00:33:14.0,20181117
appG1VMUALC2470,u_584d567075b66_OTJcrwEq,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,江苏省,1,2018-11-17 00:33:14.0,20181117
appuAhZGRFx3075,u_api_5beef11d4fa87_ueT2otOk,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; EML-AL00 Build/HUAWEIEML-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5979 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:33:14.0,20181117
appuAhZGRFx3075,u_5b7787b0dddfc_oGf2ZMGugr,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; vivo X7Plus Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7297 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,重庆,1,2018-11-17 00:33:14.0,20181117
appvWREpkgi6643,u_5bcd38eccdfb1_hQ7wo6wx3U,c_59acc87899fe5_jKh8bGgM7262,c_59acc87899fe5_jKh8bGgM7262,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,吉林省,1,2018-11-17 00:33:15.0,20181117
appuAhZGRFx3075,u_5b7787b0dddfc_oGf2ZMGugr,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; vivo X7Plus Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7297 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,重庆,1,2018-11-17 00:33:15.0,20181117
appG1VMUALC2470,u_5bd0a5a78f694_bwX3SHlKqk,p_5b891efbb3d04_f6ViFeYE,p_5b891efbb3d04_f6ViFeYE,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; MI 5C Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1636 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,0,2018-11-17 00:33:15.0,20181117
appgP9OlTgU1857,u_5b1b8427cfc93_vjIdgYijHM,a_5bde5bbb759dc_eefY3dBq,p_5b3d90c7705ad_uzsMazdg,NULL,NULL,"Mozilla/5.0 (Linux; Android 4.4.2; PE-TL00M Build/HuaweiPE-TL00M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044455 Mobile Safari/537.36 MMWEBID/6219 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,新疆,0,2018-11-17 00:33:15.0,20181117
appuAhZGRFx3075,u_5b6b91e386599_4CBotGq1na,a_5be1792932186_5nSH4vz6,p_5b6d293108e00_8XOD7FH2,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H321 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,浙江省,1,2018-11-17 00:33:15.0,20181117
appV0ceuisE8419,u_5beef139c82d6_Rph2ZoVQyb,l_5becd494755f3_DRmiSmmN,l_5becd494755f3_DRmiSmmN,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; PRO 6s Build/NMF26O; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044403 Mobile Safari/537.36 MMWEBID/4478 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,陕西省,0,2018-11-17 00:33:15.0,20181117
app8ykGhiEv9350,u_5b74d445eecb6_9un5iufKKa,v_5b8f6e6534bbc_BE2ubaIu,p_5b8cf7ff45c51_5M21wH0k,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,马萨诸塞,1,2018-11-17 00:33:15.0,20181117
appuAhZGRFx3075,u_58fa2bb50de32_FSnREYBN,a_5a65d0dabc576_AdOWx0Hq,p_5a5b1f893cb0a_1dRd4rBT,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,浙江省,1,2018-11-17 00:33:15.0,20181117
appMZS9x2R08642,u_5b5f4771c89bf_dWA9n23B5z,-1,-1,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; STF-AL10 Build/HUAWEISTF-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/zh_CN",1,广东省,0,2018-11-17 00:33:15.0,20181117
appj6Jqk7TI9814,u_5b8d4c8a62fd3_wXnyvpdQCH,l_5b779675e879d_PJBhBCLM,p_5b558718cf111_0uuygUB1,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.6.5 NetType/WIFI Language/zh_CN",1,新疆,1,2018-11-17 00:33:15.0,20181117
appGRJyjvDj8390,u_5b1877afea5a3_7CjUuwrQgM,v_5bed308fc1746_eBaJ022e,p_5b7a660b4c3ef_KM3iJfeO,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; vivo NEX S Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2513 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,辽宁省,1,2018-11-17 00:33:15.0,20181117
appNZinCcnI2073,u_5beec6e797dc2_Sy9P5KfDKo,p_5be1a3c733a6c_ZUL1VHxR,p_5be1a3c733a6c_ZUL1VHxR,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; m3 note Build/NRD90M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8684 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,新疆,0,2018-11-17 00:33:15.0,20181117
appJ2GOKPNh8335,u_5b67094c201b4_8rib7gr6pd,a_5b7252d0765a1_Ot35xOXR,p_5b712c76540b6_1Njb21hk,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO R9s Plus Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/2917 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/toolsmp",1,内蒙古,1,2018-11-17 00:33:15.0,20181117
appKmer91CO8322,u_5beebe6c67dcf_ZksqutPBeU,i_5bed0681ac055_ZUIrbuYQ,p_5beaad6443ad3_ykbejC9Y,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2775 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,0,2018-11-17 00:33:15.0,20181117
appO0iOt6km4918,u_5beef135c6d55_g8s4h4csFK,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1; vivo V3M A Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/8708 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,江苏省,0,2018-11-17 00:33:15.0,20181117
appn7n2xNJL4210,u_5b4335aecfe94_4e7xm2qwcY,l_5be91c1b837ef_HCIsl1DH,l_5be91c1b837ef_HCIsl1DH,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河南省,1,2018-11-17 00:33:15.0,20181117
appWxKyrRLN5755,u_5ba42a206072e_KSyC9Aynci,l_5be9d2832e538_7bxrKQ68,l_5be9d2832e538_7bxrKQ68,NULL,NULL,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 MicroMessenger/6.5.2.501 NetType/WIFI WindowsWechat QBCore/3.43.901.400 QQBrowser/9.0.2524.400",1,福建省,1,2018-11-17 00:33:15.0,20181117
appz8yaWfdt4298,u_5ae6a42754dd1_8U0ORWibUd,p_5ae43f01e6ff4_PXJEIQRW,p_5ae43f01e6ff4_PXJEIQRW,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2467 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,河南省,0,2018-11-17 00:33:15.0,20181117
appz8yaWfdt4298,u_5be7acc81b9a3_zlqTgymYPf,v_5abb40b927e28_K0Q3JlFN,p_5abb3afaa770f_QXmBqc1m,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; Le X620 Build/HEXCNFN6003009092S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044113 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:33:15.0,20181117
appb6a9HdOQ7584,u_5be7b51cf1b52_BXclW6khNT,p_5be37821f3d32_smbqsQiG,p_5be37821f3d32_smbqsQiG,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15F79 MicroMessenger/6.6.6 NetType/4G Language/zh_CN",1,广东省,1,2018-11-17 00:33:15.0,20181117
appBQwgtl6g1072,u_5beef06d93e92_jQxfN102zz,c_5bbc177bf3b4e_5ACrlGGP4878,c_5bbc177bf3b4e_5ACrlGGP4878,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; koobee H9L Build/MRA58K; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MicroMessenger/6.6.7.1320(0x26060734) NetType/4G Language/zh_CN",1,浙江省,1,2018-11-17 00:33:15.0,20181117
appuAhZGRFx3075,u_587700b963ad3_zIQhWk5w,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; JMM-AL00 Build/HONORJMM-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/1224 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,浙江省,1,2018-11-17 00:33:15.0,20181117
app6Wf7NMsr4708,u_5aa32ca637ddf_V9UwNk3XgT,v_5a0c0fa14decc_eDjLlFMi,p_5a17e04ff2016_35WekF9G,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; FLA-AL10 Build/HUAWEIFLA-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.6.1300(0x26060638) NetType/WIFI Language/zh_CN",1,江西省,1,2018-11-17 00:33:15.0,20181117
appw7gNrd653402,u_5aa7b6827f4ab_SZN93xNRen,p_5bea50442cae1_pgQalJ25,p_5bea50442cae1_pgQalJ25,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,山西省,1,2018-11-17 00:33:15.0,20181117
appqadxVCsY9143,u_5beef139d46d0_6MljRJaiM5,l_59016737480f6_o3fdT94v,l_59016737480f6_o3fdT94v,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; MI 5X Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1769 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/toolsmp",1,浙江省,0,2018-11-17 00:33:15.0,20181117
appuAhZGRFx3075,u_598ebeb94bf54_NYjlGXNZ,p_5a5b1f893cb0a_1dRd4rBT,p_5a5b1f893cb0a_1dRd4rBT,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.6.6 NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:33:15.0,20181117
appC7bKgxg11388,u_58b4d31d884f7_wY63W4kz,p_5b27756b1ef5f_H69kyENA,p_5b27756b1ef5f_H69kyENA,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HUAWEI NXT-CL00 Build/HUAWEINXT-CL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7977 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,湖北省,0,2018-11-17 00:33:15.0,20181117
