m_c_report_log_d.app_id,m_c_report_log_d.user_id,m_c_report_log_d.resource_id,m_c_report_log_d.product_id,m_c_report_log_d.cpg,m_c_report_log_d.fpg,m_c_report_log_d.user_agent,m_c_report_log_d.client,m_c_report_log_d.province,m_c_report_log_d.is_pay,m_c_report_log_d.visited_at,m_c_report_log_d.statdate
appzDSBtscz6568,u_5a1f5420d2a6a_imOcEIAHyP,l_5bed27ed4d653_nScq1JHT,p_5934f8fb6b62d_bSOhI7qk,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11t Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044374 Mobile Safari/537.36 MMWEBID/8277 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,上海,1,2018-11-17 00:37:39.0,20181117
appzDSBtscz6568,u_5a1f5420d2a6a_imOcEIAHyP,l_5bed27ed4d653_nScq1JHT,p_5934f8fb6b62d_bSOhI7qk,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; OPPO R11t Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044374 Mobile Safari/537.36 MMWEBID/8277 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,上海,1,2018-11-17 00:37:39.0,20181117
appuAhZGRFx3075,u_5b40ee1946216_EP02sXzSef,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; ALP-AL00 Build/HUAWEIALP-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MMWEBID/2636 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,山东省,0,2018-11-17 00:37:39.0,20181117
appYFsyUsfe7593,u_5b9b72f27216a_Ot4wa8YNS0,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,北京,1,2018-11-17 00:37:39.0,20181117
appuAhZGRFx3075,u_5b40ee1946216_EP02sXzSef,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; ALP-AL00 Build/HUAWEIALP-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044304 Mobile Safari/537.36 MMWEBID/2636 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,山东省,0,2018-11-17 00:37:40.0,20181117
appo2bR0L9k9490,u_5b6090cc1a234_T7r3kFU6yQ,p_5b435cf41ce4a_l6RYLrO3,p_5b435cf41ce4a_l6RYLrO3,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; LEX626 Build/HEXCNFN6003009092S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044205 Mobile Safari/537.36 MMWEBID/4061 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,江西省,0,2018-11-17 00:37:40.0,20181117
appUyOIVYyj8440,u_5aaa8a4cb267c_Eh25TO0rm6,v_5ae40b21d44bd_Ad9xZ5ke,p_5ac5c19e1e904_mGfGrNAn,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; INE-AL00 Build/HUAWEIINE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/1255 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:37:40.0,20181117
appYFsyUsfe7593,u_5b9b72f27216a_Ot4wa8YNS0,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,北京,1,2018-11-17 00:37:40.0,20181117
app0iGf01HT3436,u_5beef1055fa85_httq8RacoW,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; Mi Note 3 Build/NMF26X; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/6105 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/toolsmp",1,四川省,0,2018-11-17 00:37:40.0,20181117
app6Wf7NMsr4708,u_5a2229b498eb0_1Xpog4absj,v_5ae4089cd0b65_I7ZyNZXh,p_5ae03322edd55_FAJr7Z9z,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_0_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13A452 MicroMessenger/6.7.2 NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:40.0,20181117
appUyOIVYyj8440,u_5aaa8a4cb267c_Eh25TO0rm6,v_5ae40b21d44bd_Ad9xZ5ke,p_5ac5c19e1e904_mGfGrNAn,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; INE-AL00 Build/HUAWEIINE-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/1255 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:37:40.0,20181117
app8D4qIsMv5589,u_5ba113b4196ef_D00dtVx7uS,p_5bd82bd5dacf9_09oNRCDT,p_5bd82bd5dacf9_09oNRCDT,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1.0; COL-AL10 Build/HUAWEICOL-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/67.0.3396.87 Mobile Safari/537.36 MMWEBID/9859 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:37:40.0,20181117
appqPXlaEuY8052,u_5beef24a20e56_uSJEfAycEL,v_5bd05864d2602_7hc9slfJ,p_5a3349c8c4815_wRux66z6,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,湖北省,0,2018-11-17 00:37:40.0,20181117
appKmer91CO8322,u_5bb609a247f3a_6FSbneRX2f,l_5bed879908b94_lSNu6hgc,p_5beaad6443ad3_ykbejC9Y,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; SM-G950F Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/7658 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,北京,1,2018-11-17 00:37:40.0,20181117
appSHsLXnNy5032,u_5aa54c82d3189_thERcWYrmd,a_5a70330293ef5_KtlPoAG3,p_5a4231a9efe1c_P5rUkFxe,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; vivo NEX A Build/OPM1.171019.019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/342 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:37:40.0,20181117
appe0MEs6qX8480,u_5be0eba79eebd_KtkW76n5Mz,a_5beadfcede274_ZbgvSEow,p_5a408bc23ed80_5r5KzNyp,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LON-AL00-PD Build/HUAWEILON-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/7440 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:37:40.0,20181117
appuAhZGRFx3075,u_api_5be98f1a67944_9ycjmYPg,p_58da5500db501_Uxa0Y6o1,p_58da5500db501_Uxa0Y6o1,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0.1; OPPO R9sk Build/MMB29M; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/3686 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,福建省,1,2018-11-17 00:37:40.0,20181117
appG1VMUALC2470,u_5a2407952adc3_n6MeElitRE,l_5b4479fe8a985_5O6FfetK,l_5b4479fe8a985_5O6FfetK,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.0; PIC-AL00 Build/HUAWEIPIC-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044403 Mobile Safari/537.36 MicroMessenger/6.6.7.1300(0x26060732) NetType/WIFI Language/zh_CN",1,陕西省,1,2018-11-17 00:37:40.0,20181117
appdn43v1Eh4785,u_5beef2278535f_eQtl1IJGeR,a_5b28764240f35_U1I6xI77,a_5b28764240f35_U1I6xI77,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.2; Redmi 5 Plus Build/N2G47H; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/3491 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,天津,0,2018-11-17 00:37:40.0,20181117
appwnylkcsG1865,u_5beef2542508f_uemYLDNwvk,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; MI 8 Build/OPM1.171019.026; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/6331 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,天津,0,2018-11-17 00:37:40.0,20181117
apphGSFJ6Ez7608,u_5bde0de03553d_QMdEl4geNr,a_5bb4e22f734a7_E05WkO0t,a_5bb4e22f734a7_E05WkO0t,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G960U1 Build/R16NW; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/70.0.3538.80 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/en",1,马里兰,1,2018-11-17 00:37:40.0,20181117
app44wcUntd8184,u_5ac0e000db607_Z5Dy7QJxIr,a_5aaf1708b1cb7_BCNQrE5M,p_5a1848a9510ca_xh5zGmng,NULL,NULL,"Mozilla/5.0 (Linux; Android 7.1.1; MI MAX 2 Build/NMF26F; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/2837 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,湖北省,1,2018-11-17 00:37:40.0,20181117
app6Wf7NMsr4708,u_5baa5718ca6ce_Aqey7CUIBj,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LND-AL30 Build/HONORLND-AL30; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044403 Mobile Safari/537.36 MMWEBID/292 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,安徽省,0,2018-11-17 00:37:40.0,20181117
appP6cbP4yo9147,u_5bdef14523adf_OzWETJ4SNa,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,浙江省,0,2018-11-17 00:37:40.0,20181117
app3dWWDmjD4597,u_5beef1d273390_4B87L4XttL,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.6.0 NetType/WIFI Language/zh_CN",1,内蒙古,1,2018-11-17 00:37:40.0,20181117
appYFsyUsfe7593,u_5b9b72f27216a_Ot4wa8YNS0,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,北京,1,2018-11-17 00:37:40.0,20181117
app6Wf7NMsr4708,u_5ab52b0ac7572_Z09Zvs4S6s,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,福建省,1,2018-11-17 00:37:40.0,20181117
appil799wiP6448,u_5beef208b85e7_T8lztMypxr,l_5bee8bf1dada2_8CKcZ1qh,p_5bee8b27bf5cc_O6lIaCFz,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; Redmi 6A Build/O11019; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1689 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,北京,0,2018-11-17 00:37:40.0,20181117
appirim57sJ5686,u_5a475d9dad88f_u1ObE4bnFT,l_5bee8c3294ff3_4ZVGflHd,p_5bbb2e6ac41c8_Efv5wYII,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15G77 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:41.0,20181117
app8Ydmwl262114,u_59e0dde3d8f58_XENpkkvh,a_5beea3c096a4d_ge20FnlR,p_59e9fbdfbb63e_ttHpBdbE,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; STF-AL10 Build/HUAWEISTF-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/8173 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/toolsmp",1,江苏省,1,2018-11-17 00:37:41.0,20181117
appTCVlUyvG2205,u_5bb16c27dd40c_1ea6EepBeB,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 MicroMessenger/6.7.1 NetType/4G Language/zh_CN",1,湖北省,0,2018-11-17 00:37:41.0,20181117
appTCVlUyvG2205,u_5bb16c27dd40c_1ea6EepBeB,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_2 like Mac OS X) AppleWebKit/603.2.4 (KHTML, like Gecko) Mobile/14F89 MicroMessenger/6.7.1 NetType/4G Language/zh_CN",1,湖北省,0,2018-11-17 00:37:41.0,20181117
app6Wf7NMsr4708,u_5a195f7a52d80_3fZIUVRgwG,p_5afe46a0dd4ca_nnttjWS3,p_5afe46a0dd4ca_nnttjWS3,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.0 NetType/WIFI Language/zh_CN",1,黑龙江省,1,2018-11-17 00:37:41.0,20181117
apprM70sLe34169,u_5beef22ceb70f_MUx7mycAkB,p_5b449dfe29e8d_TZHE2RzX,p_5b449dfe29e8d_TZHE2RzX,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,佐治亚,0,2018-11-17 00:37:41.0,20181117
appAYF1gVic4976,u_5b39913f1d170_x4xQGkFuRu,i_5aed5d402f831_iVQLqx7c,i_5aed5d402f831_iVQLqx7c,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1; OPPO A59s Build/LMY47I; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/4230 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,内蒙古,1,2018-11-17 00:37:41.0,20181117
app1EJW1vpb1822,u_5ba65c06eb15e_gcV8xyD0xF,p_5b89fd46c5e26_0fKESyQl,p_5b89fd46c5e26_0fKESyQl,NULL,NULL,"Mozilla/5.0 (Linux; Android 5.1.1; OPPO R9 Plustm A Build/LMY47V; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/1462 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,新疆,0,2018-11-17 00:37:41.0,20181117
app2vU07cs06975,u_5a4a4273d7984_mXuRsLtI3S,p_5a2414498d592_v3kcqBMM,p_5a2414498d592_v3kcqBMM,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.7.2 NetType/2G Language/zh_CN",1,新疆,0,2018-11-17 00:37:41.0,20181117
appP5PQ6nLu5809,u_5bb1539d2526d_po2IJIqQRs,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; LON-AL00 Build/HUAWEILON-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/7043 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,浙江省,1,2018-11-17 00:37:41.0,20181117
app8Ydmwl262114,u_59278839beb2a_hRmlO8PO,a_5beea432624d9_WN30hLhJ,p_59e9fbdfbb63e_ttHpBdbE,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/en",1,加利福尼亚,1,2018-11-17 00:37:41.0,20181117
appz8yaWfdt4298,u_5b2e5e4ae0fd9_VbqzTD2NCg,p_5b3c7dc5ef2f3_nwzoVJQ8,p_5b3c7dc5ef2f3_nwzoVJQ8,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_4 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Mobile/13G35 MicroMessenger/6.7.2 NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:41.0,20181117
appQMK2OEBh1031,u_5aa1c4268830f_T0Eg1gQ39a,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/4831 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,福建省,1,2018-11-17 00:37:41.0,20181117
appStPxjhG74573,u_5b07d91ce378f_s0a8OXRMxK,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.1; ONEPLUS A5000 Build/OPM1.171019.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/798 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,浙江省,0,2018-11-17 00:37:41.0,20181117
appHI7Jode25060,u_5bd9847193db4_j7uw5TIiM6,v_5ba36655a62da_L2wzpK4S,p_5ba316fd3d945_IUvs0Tam,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.7.1 NetType/WIFI Language/zh_CN",1,广西,1,2018-11-17 00:37:41.0,20181117
apppRoTp3F99815,u_5beef09b0166e_Qvu8Tw0ah2,NULL,NULL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:41.0,20181117
appQMK2OEBh1031,u_5aa1c4268830f_T0Eg1gQ39a,NULL,NULL,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MMWEBID/4831 MicroMessenger/6.7.3.1360(0x26070339) NetType/4G Language/zh_CN Process/tools",1,福建省,1,2018-11-17 00:37:41.0,20181117
appiwRS36vI9704,u_5beef251818d1_aW7jhut00Q,p_5bee98bcbcd0d_lxwughba,p_5bee98bcbcd0d_lxwughba,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E302 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,湖北省,0,2018-11-17 00:37:41.0,20181117
appI4G6U7xH7485,u_5bd1ba5ce00f4_z96nsYvv3f,p_5bcee16a0b364_RnANvXxY,p_5bcee16a0b364_RnANvXxY,NULL,NULL,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Mobile/14G60 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:41.0,20181117
appJXUKf7i88879,u_5aa3ee721e0f2_LnC16DB6Kg,p_5a3b2212709e7_YzW7RFsA,p_5a3b2212709e7_YzW7RFsA,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A366 MicroMessenger/6.7.3(0x16070321) NetType/4G Language/zh_CN",1,广西,0,2018-11-17 00:37:41.0,20181117
appc0zLOuLi8646,u_5be5b396d24b8_4ul2cEVbdq,p_5a72ddd051da8_U9unpP7I,p_5a72ddd051da8_U9unpP7I,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,湖南省,1,2018-11-17 00:37:41.0,20181117
appwV44O16S6281,u_5af4600b8b377_MyxO83FGIy,l_5b334413bb54d_MhId8SuL,l_5b334413bb54d_MhId8SuL,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A367 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,广东省,1,2018-11-17 00:37:41.0,20181117
appHifGrT4H2253,u_5bed9db35c37f_wKNv5BlEpy,a_59293b0bb56d3_rnsJrviP,p_58f9b1c6ef55d_3Vav05SG,NULL,NULL,"Mozilla/5.0 (Linux; Android 6.0; Letv X501 Build/DBXCNOP5902812084S; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/zh_CN",1,浙江省,1,2018-11-17 00:37:41.0,20181117
app0uT4IFQJ1804,u_5bc9d9f0e476a_pzcB9gjA4E,a_5be7fb0b32344_rFn82st4,p_5bbdd518042a0_yIVeyR83,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; HWI-AL00 Build/HUAWEIHWI-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/6495 MicroMessenger/6.7.3.1360(0x2607033A) NetType/WIFI Language/zh_CN Process/tools",1,广东省,1,2018-11-17 00:37:41.0,20181117
appOv1bvkus7717,u_5be396944e8c1_g39XcDdvdm,p_59bafc551b573_AcAee0mw,p_59bafc551b573_AcAee0mw,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; MHA-AL00 Build/HUAWEIMHA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044307 Mobile Safari/537.36 MicroMessenger/6.6.7.1321(0x26060739) NetType/WIFI Language/zh_CN",1,山西省,1,2018-11-17 00:37:41.0,20181117
appRY9yTVR18157,u_5851d2b40886e_VTTh6TUD,a_5bee28a279fe3_4kY0JT61,p_5a20c170633d3_YVpdjHrT,NULL,NULL,"Mozilla/5.0 (Linux; Android 8.0; EDI-AL10 Build/HUAWEIEDISON-AL10; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/57.0.2987.132 MQQBrowser/6.2 TBS/044306 Mobile Safari/537.36 MMWEBID/5629 MicroMessenger/6.7.3.1360(0x26070339) NetType/WIFI Language/zh_CN Process/tools",1,上海,1,2018-11-17 00:37:41.0,20181117
appgWAiFRaz3894,u_5beef2067946c_zsFHcQiHiN,p_5b865c3b9f59e_MQLXuZtI,p_5b865c3b9f59e_MQLXuZtI,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_0_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16A404 MicroMessenger/6.5.18 NetType/WIFI Language/zh_CN",1,湖南省,0,2018-11-17 00:37:42.0,20181117
appROiAXF742520,u_5be5bfca9b5c7_Zyu26Axfhm,a_5b3ddf7b101e8_bxP5rbcP,p_58b37ce359d50_vo4fJnqX,NULL,NULL,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/16B92 MicroMessenger/6.7.3(0x16070321) NetType/WIFI Language/zh_CN",1,河北省,0,2018-11-17 00:37:42.0,20181117
